Name,Age,2024 Net Worth,Industry,Source of Wealth,Self-Made,Residence,Citizenship,Gender,Marital Status,Children
David Fattal & family,66,$1.3B,Service,hotels,TRUE,"Tel Aviv, Israel",Israel,M,N/A,N/A
Zsolt Felcsuti,52,$1.3B,Manufacturing,Manufacturing,TRUE,Hungary,Hungary,M,Married,2
Benedicte Find,69,$1.3B,Healthcare,Medical devices,FALSE,"Copenhagen, Denmark",Denmark,F,N/A,N/A
Paul Fireman,80,$1.3B,Fashion & Retail,Reebok,TRUE,"Brookline, Massachusetts",United States,M,Married,3
Ben Francis,31,$1.3B,Fashion & Retail,Fitness clothing,TRUE,"Birmingham, United Kingdom",United Kingdom,M,N/A,N/A
William Franke,86,$1.3B,Diversified,Low-cost airlines,TRUE,"Houston, Texas",United States,M,Married,5
Joel Greenberg,66,$1.3B,Finance & Investments,"Trading, investments",TRUE,"Gladwyne, Pennsylvania",United States,M,Married,3
Polys Haji-Ioannou,64,$1.3B,Service,EasyJet,FALSE,"Monaco, Monaco",Cyprus,M,Married,2
Huang Chulong,65,$1.3B,Real Estate,Real estate,TRUE,"Shenzhen, China",Canada,M,N/A,N/A
Huang Qiaoling,65,$1.3B,Media & Entertainment,Amusement parks,TRUE,"Hangzhou, China",China,M,Married,2
Hui Lin Chit,70,$1.3B,Manufacturing,Hygiene products,TRUE,"Jinjiang, China",China,M,Married,3
Mohammed Ibrahim,77,$1.3B,Telecom,Communications,TRUE,"London, United Kingdom",United Kingdom,M,Married,2
Girdhari Jaisinghani,79,$1.3B,Manufacturing,Cables & wires,FALSE,"Mumbai, India",India,M,Married,3
James Jannard,74,$1.3B,Fashion & Retail,Sunglasses,TRUE,"San Juan Islands, Washington",United States,M,Married,4
Johan Johannson,57,$1.3B,Fashion & Retail,Grocery stores,FALSE,"Oslo, Norway",Norway,M,Married,3
Fumio Kaneko,67,$1.3B,Service,Waste management,TRUE,"Kobe, Japan",Japan,M,N/A,N/A
Shirley Kao,67,$1.3B,Food & Beverage,Food & beverage retailing,FALSE,"Tainan, Taiwan",Taiwan,F,Married,3
Yuri Karptsov,60,$1.3B,Fashion & Retail,Retail,TRUE,"Vladivostok, Russia",Russia,M,N/A,N/A
Richard Kayne,78,$1.3B,Finance & Investments,Investments,TRUE,"Santa Monica, California",United States,M,Married,3
Peter Kelly,66,$1.3B,Technology,I.T.,TRUE,"Bristol, United Kingdom",United Kingdom,M,Married,N/A
Seth Klarman,66,$1.3B,Finance & Investments,Investments,TRUE,"Chestnut Hill, Massachusetts",United States,M,Married,N/A
Christine Knauf,N/A,$1.3B,Manufacturing,Building materials,FALSE,"Berlin, Germany",Germany,F,N/A,N/A
Karl Knauf,N/A,$1.3B,Manufacturing,Building materials,FALSE,"Iphofen, Germany",Germany,M,N/A,N/A
Michael Krasny,70,$1.3B,Technology,Retail,TRUE,"Highland Park, Illinois",United States,M,Married,1
Suresh Krishna,87,$1.3B,Automotive,Auto parts,FALSE,"Chennai, India",India,M,Married,3
Arvind Lal,74,$1.3B,Healthcare,Medical diagnostics,FALSE,"Delhi, India",India,M,Married,2
Manuel Lao Hernández & family,79,$1.3B,Gambling & Casinos,Casinos,TRUE,"Matadepera, Spain",Spain,M,Married,3
Lin Chang Su-O,83,$1.3B,Real Estate,Real estate,FALSE,"Taipei, Taiwan",Taiwan,F,Widowed,4
Lin Lairong & family,55,$1.3B,Metals & Mining,Iron ore mining,TRUE,"Bayannur, China",China,M,Married,2
Michel Litvak,72,$1.3B,Logistics,Seaport,TRUE,"Dubai, United Arab Emirates",Russia,M,Married,4
Simone Maag de Moura Cunha,N/A,$1.3B,Healthcare,Medical Devices,FALSE,"Gstaad, Switzerland",Switzerland,F,N/A,N/A
"Cargill MacMillan, III.",64,$1.3B,Food & Beverage,Cargill,FALSE,"Boulder, Colorado",United States,M,N/A,2
John MacMillan,74,$1.3B,Food & Beverage,Cargill,FALSE,"Plymouth, Minnesota",United States,M,N/A,4
Martha MacMillan,72,$1.3B,Food & Beverage,Cargill,FALSE,"Orono, Minnesota",United States,F,Divorced,5
William MacMillan,69,$1.3B,Food & Beverage,Cargill,FALSE,"Englewood, Colorado",United States,M,N/A,N/A
Gary Magness,70,$1.3B,Media & Entertainment,"Cable TV, investments",FALSE,"Denver, Colorado",United States,M,Married,3
Roy Mann,45,$1.3B,Technology,software,TRUE,"Tel Aviv, Israel",Israel,M,In Relationship,N/A
Youssef Mansour,78,$1.3B,Diversified,Diversified,TRUE,"Cairo, Egypt",Egypt,M,Married,5
Charlwin Mao,N/A,$1.3B,Fashion & Retail,E-commerce,TRUE,"Shanghai, China",China,M,N/A,N/A
Bruce Mathieson,80,$1.3B,Real Estate,Hotels,TRUE,"Gold Coast, Australia",Australia,M,Married,3
Alexander Mikhalskiy,64,$1.3B,Fashion & Retail,retail,TRUE,Switzerland,Russia,M,N/A,N/A
Andrei Molchanov,52,$1.3B,Construction & Engineering,Construction materials,TRUE,"Moscow, Russia",Russia,M,Married,6
Martin Moller Nielsen,59,$1.3B,Logistics,Aircraft leasing,TRUE,"Lugano, Switzerland",Denmark,M,Single,N/A
Ulrich Mommert & family,83,$1.3B,Automotive,Lighting,TRUE,N/A,Austria,M,N/A,N/A
George Alexander Muthoot,68,$1.3B,Finance & Investments,Financial services,FALSE,"Ernakulam, India",India,M,Married,2
George Jacob Muthoot,71,$1.3B,Finance & Investments,Financial services,FALSE,"Trivandrum, India",India,M,Married,2
George Thomas Muthoot,73,$1.3B,Finance & Investments,Financial services,FALSE,"Kottayam, India",India,M,Married,2
Sara George Muthoot,63,$1.3B,Finance & Investments,Financial services,FALSE,"Delhi, India",India,F,Widowed,3
Ivan Müller Botelho,90,$1.3B,Energy,Power Generation,FALSE,"Cataguazes, MG, Brazil",Brazil,M,Married,4
Albert Nahmad,83,$1.3B,Manufacturing,Air conditioning parts,TRUE,"Coral Gables, Florida",United States,M,Married,2
Jahm Najafi,61,$1.3B,Finance & Investments,Investments,TRUE,"Paradise Valley, Arizona",United States,M,Married,3
Nie Tengyun & family,48,$1.3B,Service,Logistics,TRUE,"Shanghai, China",China,M,Married,N/A
Sjamsul Nursalim,82,$1.3B,Automotive,"Tires, retail",FALSE,"Singapore, Singapore",Indonesia,M,Married,3
Vitaly Orlov,59,$1.3B,Food & Beverage,Fisheries,TRUE,"Murmansk, Russia",Russia,M,Married,4
Pan Dong,59,$1.3B,Fashion & Retail,Consumer goods,TRUE,"Hong Kong, Hong Kong",Canada,F,Married,N/A
Jose Isaac Peres & family,83,$1.3B,Real Estate,Shopping malls,TRUE,"Rio de Janeiro, Brazil",Brazil,M,Married,5
Markus Persson,44,$1.3B,Media & Entertainment,Computer games,TRUE,"Stockholm, Sweden",Sweden,M,Single,N/A
Robert Peugeot & family,73,$1.3B,Finance & Investments,"Peugeot, investments",FALSE,"Paris, France",France,M,Married,3
Qiu Minxiu,78,$1.3B,Technology,Semiconductors,TRUE,"Shangyu, China",China,F,N/A,N/A
Qu Miranda,39,$1.3B,Fashion & Retail,E-commerce,TRUE,"Shanghai, China",China,F,N/A,N/A
Irfan Razack,70,$1.3B,Real Estate,Real estate,FALSE,"Bangalore, India",India,M,Married,2
Noaman Razack,66,$1.3B,Real Estate,Real estate,FALSE,"Bangalore, India",India,M,Married,1
Rezwan Razack,69,$1.3B,Real Estate,Real estate,FALSE,"Bangalore, India",India,M,Married,1
Richard Saghian,42,$1.3B,Fashion & Retail,Fast fashion,TRUE,"Los Angeles, California",United States,M,Single,N/A
Nobutada Saji,78,$1.3B,Food & Beverage,Beverages,FALSE,"Tokyo, Japan",Japan,M,Married,N/A
Denis Shtengelov,51,$1.3B,Food & Beverage,"Food, retail",TRUE,"Gold Coast, Australia",Russia,M,Married,3
Michael Spencer,68,$1.3B,Finance & Investments,Stock exchange,TRUE,"London, Suffolk, United Kingdom",United Kingdom,M,Married,3
Joseph Steinberg,80,$1.3B,Finance & Investments,Investments,TRUE,"New York, New York",United States,M,Married,3
Michael Steinhardt,83,$1.3B,Finance & Investments,Hedge funds,TRUE,"Mount Kisco, New York",United States,M,Married,N/A
Petter Stordalen & family,61,$1.3B,Service,Hotels,TRUE,"Oslo, Norway",Norway,M,Married,N/A
Lisa Su,54,$1.3B,Technology,Semiconductors,TRUE,"Austin, Texas",United States,F,N/A,N/A
Eddy Sugianto,78,$1.3B,Metals & Mining,Coal,TRUE,"Jakarta, Indonesia",Indonesia,M,N/A,N/A
Suh Kyung-bae,61,$1.3B,Fashion & Retail,Cosmetics,FALSE,"Seoul, South Korea",South Korea,M,Married,2
Sun Huaiqing & family,54,$1.3B,Fashion & Retail,Cosmetics,TRUE,"Guangzhou, China",China,M,Married,N/A
Sehat Sutardja,62,$1.3B,Technology,Semiconductors,TRUE,"Las Vegas, Nevada",United States,M,Married,2
Min-Liang Tan,46,$1.3B,Media & Entertainment,gaming,TRUE,"Singapore, Singapore",Singapore,M,N/A,N/A
Sam Tarascio,79,$1.3B,Real Estate,Real estate,TRUE,"Melbourne, Australia",Australia,M,Married,3
James Tisch,71,$1.3B,Diversified,Loews,FALSE,"New York, New York",United States,M,N/A,N/A
Haryanto Tjiptodihardjo,60,$1.3B,Manufacturing,Manufacturing,FALSE,"Jakarta, Indonesia",Indonesia,M,N/A,N/A
Michael Tojner,58,$1.3B,Manufacturing,"Batteries, investments",TRUE,"Vienna, Austria",Austria,M,N/A,N/A
Naresh Trehan,77,$1.3B,Healthcare,Hospitals,TRUE,"Delhi, India",India,M,Married,2
Joop van den Ende,82,$1.3B,Media & Entertainment,TV shows,TRUE,"Baarn, Netherlands",Netherlands,M,Married,2
Pongsak Viddayakorn,90,$1.3B,Healthcare,Hospitals,TRUE,"Bangkok, Thailand",Thailand,M,Married,2
Eduardo Voigt Schwartz,34,$1.3B,Manufacturing,Industrial Machinery,FALSE,"Florianópolis, Brazil",Brazil,M,Married,1
Mariana Voigt Schwartz Gomes,38,$1.3B,Manufacturing,Industrial Machinery,FALSE,"Florianópolis, Brazil",Brazil,F,Married,1
Georg von Opel,57,$1.3B,Finance & Investments,"Real estate, investments",FALSE,"London, United Kingdom",Switzerland,M,Married,5
Shigefumi Wada,71,$1.3B,Technology,Software,TRUE,"Tokyo, Japan",Japan,M,Married,2
Wee Ee Chao,68,$1.3B,Finance & Investments,Banking,FALSE,"Singapore, Singapore",Singapore,M,N/A,N/A
Wee Ee Lim,62,$1.3B,Finance & Investments,Banking,FALSE,"Singapore, Singapore",Singapore,M,Married,4
Myron Wentz,83,$1.3B,Fashion & Retail,Health products,TRUE,"Grand Cayman, Cayman Islands",St. Kitts and Nevis,M,Married,3
Drorit Wertheim,68,$1.3B,Food & Beverage,Coca Cola Israel,FALSE,"Bnei Atarot, Israel",Israel,F,Divorced,2
Tiger Woods,48,$1.3B,Sports,Golf,TRUE,"Jupiter Island, Florida",United States,M,N/A,N/A
Horst Wortmann & family,82,$1.3B,Fashion & Retail,Footwear,TRUE,"Detmold, Germany",Germany,M,Married,N/A
Wu Chung-yi,68,$1.3B,Manufacturing,Manufacturing,FALSE,"Chang Hwa County, Taiwan",Taiwan,M,N/A,N/A
Ingrid Wu,N/A,$1.3B,Manufacturing,Manufacturing,TRUE,N/A,United States,F,N/A,N/A
Wu Xushun & family,75,$1.3B,Diversified,Internet,TRUE,"Wuhu, China",China,M,N/A,N/A
Wu Yingming,57,$1.3B,Energy,Batteries,TRUE,"Ningde, China",China,M,N/A,N/A
Xie Juhua & family,73,$1.3B,Healthcare,Pharmaceuticals,FALSE,"Nanjing, China",China,F,Widowed,N/A
Xu Xudong & family,54,$1.3B,Automotive,Auto parts,TRUE,"Ningbo, China",China,M,N/A,N/A
Vadim Yakunin,61,$1.3B,Healthcare,Pharmacy,TRUE,"Moscow, Russia",Russia,M,Married,3
Ye Qiongjiu,69,$1.3B,Technology,Software,TRUE,"Hangzhou, China",China,F,N/A,N/A
Yi Xianzhong & family,64,$1.3B,Healthcare,Pharmaceuticals,TRUE,"Guangzhou, China",China,M,N/A,N/A
Yu Peidi,64,$1.3B,Real Estate,Real estate,TRUE,"Shanghai, China",Hong Kong,M,Married,3
Zhang Wenzhong,62,$1.3B,Fashion & Retail,Supermarkets,TRUE,"Beijing, China",China,M,N/A,N/A
Zhang Yin,67,$1.3B,Manufacturing,Paper manufacturing,TRUE,"Dongguan, China",China,F,Married,2
Zhou Chengjian,58,$1.3B,Fashion & Retail,Fashion retail,TRUE,"Shanghai, China",China,M,Married,1
Shivratan Agarwal,72,$1.2B,Food & Beverage,Indian snacks,TRUE,"Bikaner, India",India,M,Married,1
Joao Alves de Queiroz Filho,71,$1.2B,Diversified,Pharmaceuticals,TRUE,"São Paulo, Brazil",Brazil,M,Divorced,3
Nigel Austin,53,$1.2B,Fashion & Retail,Retail,TRUE,"Melbourne, Australia",Australia,M,Married,6
Roman Avdeev,56,$1.2B,Finance & Investments,"Banking, development",TRUE,"Moscow, Russia",Russia,M,Married,23
Takaya Awata,62,$1.2B,Food & Beverage,Restaurants,TRUE,"Tokyo, Japan",Japan,M,Married,N/A
Mehmet Aydinlar,67,$1.2B,Healthcare,Hospitals,TRUE,"Istanbul, Turkey",Turkey,M,Married,1
Krishna Kumar Bangur,63,$1.2B,Manufacturing,Graphite electrodes,FALSE,"Kolkata, India",India,M,Married,3
Shay Banon,46,$1.2B,Technology,search engine,TRUE,"Palo Alto, California",Israel,M,Married,N/A
Sachin Bansal,42,$1.2B,Fashion & Retail,Flipkart,TRUE,"Bangalore, India",India,M,Married,1
Selcuk Bayraktar,44,$1.2B,Technology,Military drones,FALSE,"Istanbul, Turkey",Turkey,M,Married,N/A
Barbara Berlusconi,39,$1.2B,Media & Entertainment,Media,FALSE,"Milan, Italy",Italy,F,N/A,5
Eleonora Berlusconi,37,$1.2B,Media & Entertainment,Media,FALSE,"Macherio, Italy",Italy,F,N/A,N/A
Luigi Berlusconi,35,$1.2B,Media & Entertainment,Media,FALSE,"Macherio, Italy",Italy,M,Married,N/A
Kapil Bhatia,91,$1.2B,Service,Aviation,TRUE,"Delhi, India",India,M,Married,2
Vicente Boluda Fos,69,$1.2B,Logistics,Shipping,FALSE,"Madrid, Spain",Spain,M,Divorced,3
Oleg Boyko,59,$1.2B,Diversified,Diversified,TRUE,"Lipperswil, Switzerland",Russia,M,Single,N/A
Cao Ji,72,$1.2B,Manufacturing,Manufacturing,TRUE,"Hangzhou, China",China,M,N/A,N/A
Chen Huxiong,53,$1.2B,Manufacturing,Stationery,TRUE,"Shanghai, China",China,M,N/A,N/A
Tony Chen,74,$1.2B,Technology,Electronics,TRUE,"Taichung, Taiwan",Taiwan,M,Married,N/A
Chen Xueli,72,$1.2B,Healthcare,Pharmaceuticals,TRUE,"Weihai, China",China,M,N/A,N/A
Chen Zhisong,58,$1.2B,Technology,Communication equipment,TRUE,"Xiamen, China",China,M,N/A,N/A
Chung Mong-joon,72,$1.2B,Manufacturing,"shipbuilding, industrial machines",FALSE,"Seoul, South Korea",South Korea,M,Married,4
Chung Yong-jin,55,$1.2B,Fashion & Retail,Retail,FALSE,"Seoul, South Korea",South Korea,M,Married,4
Lucio Co,69,$1.2B,Fashion & Retail,Retail,TRUE,"Manila, Philippines",Philippines,M,Married,4
Benoit Dageville,57,$1.2B,Technology,Software,TRUE,"San Carlos, California",United States,M,Married,2
Alpana Dangi,51,$1.2B,Finance & Investments,Investments,FALSE,"Mumbai, India",India,F,Married,1
Maria Consuelo Dias Branco,89,$1.2B,Food & Beverage,"pasta, biscuits",FALSE,"Eusébio, Brazil",Brazil,F,Widowed,5
Mark Dixon,64,$1.2B,Real Estate,Office real estate,TRUE,"Monaco, Monaco",United Kingdom,M,Divorced,5
Mathias Doepfner,61,$1.2B,Media & Entertainment,Media,FALSE,"Potsdam, Germany",Germany,M,N/A,N/A
Aydin Dogan,87,$1.2B,Media & Entertainment,Media,TRUE,"Istanbul, Turkey",Turkey,M,Married,4
Shlomo Eliahu,88,$1.2B,Finance & Investments,Insurance,TRUE,"Tel Aviv, Israel",Israel,M,Divorced,4
Chris Ellison,66,$1.2B,Metals & Mining,Mining,TRUE,"Perth, Australia",Australia,M,Married,6
Gabriel Escarrer & family,89,$1.2B,Service,Hotels,TRUE,"Palma de Majorca, Spain",Spain,M,Married,6
Richard Fairbank,73,$1.2B,Finance & Investments,banking,TRUE,"McLean, Virginia",United States,M,Married,8
Andy Fang,31,$1.2B,Technology,food delivery app,TRUE,"Monte Vista, California",United States,M,N/A,N/A
Wirastuty Fangiono,51,$1.2B,Manufacturing,Palm oil,FALSE,"Pekanbaru, Indonesia",Indonesia,F,Married,N/A
Larry Fink,71,$1.2B,Finance & Investments,money management,TRUE,"New York, New York",United States,M,Married,3
J. Christopher Flowers,66,$1.2B,Finance & Investments,Investments,TRUE,"Palm Beach, Florida",United States,M,Married,2
Maria Frias,N/A,$1.2B,Media & Entertainment,Media,FALSE,"Sao Paulo, Brazil",Brazil,F,Married,N/A
Donald Friese,83,$1.2B,Manufacturing,Manufacturing,TRUE,"Los Angeles, California",United States,M,Married,N/A
Gan Zhongru,75,$1.2B,Healthcare,Pharmaceuticals,TRUE,"Beijing, China",China,M,N/A,N/A
Pavel Golubkov,48,$1.2B,Real Estate,"Building, development",TRUE,"Moscow, Russia",Russia,M,Single,N/A
Cristina Green,74,$1.2B,Fashion & Retail,Fashion retail,TRUE,"London, United Kingdom",United Kingdom,F,Married,2
Philip Green,72,$1.2B,Fashion & Retail,Fashion retail,TRUE,"London, United Kingdom",United Kingdom,M,Married,2
Said Gutseriev,35,$1.2B,Energy,"Retail, investments",FALSE,"London, United Kingdom",Russia,M,Married,2
Stelios Haji-Ioannou,57,$1.2B,Service,EasyJet,FALSE,"Monte Carlo, Monaco",Cyprus,M,Single,N/A
Fahed Hariri,43,$1.2B,Construction & Engineering,"Construction, investments",FALSE,"London, United Kingdom",Lebanon,M,Married,3
Alfredo Harp Helu & family,80,$1.2B,Finance & Investments,"Banking, investments",TRUE,"Mexico City, Mexico",Mexico,M,Married,4
Timothy Headington,73,$1.2B,Energy,"Oil & gas, investments",FALSE,"Dallas, Texas",United States,M,Single,N/A
Frank Holding,62,$1.2B,Finance & Investments,Banking,FALSE,"Raleigh, North Carolina",United States,M,N/A,N/A
Hiroshi Ishibashi,77,$1.2B,Automotive,Tires,FALSE,"Tokyo, Japan",Japan,M,Married,3
Ankur Jain,34,$1.2B,Finance & Investments,Rewards firm,TRUE,"New York, New York",United States,M,Engaged,N/A
Naresh Jain,89,$1.2B,Automotive,Auto components,TRUE,"Mumbai, India",India,M,Married,2
LeBron James,39,$1.2B,Sports,Basketball,TRUE,"Los Angeles, California",United States,M,Married,3
Jiang Jinhua,63,$1.2B,Manufacturing,Glass,TRUE,"Jiaxing, China",China,F,Married,1
Magic Johnson,64,$1.2B,Diversified,"Basketball, investments",TRUE,N/A,United States,M,Married,3
Ashok Kajaria,76,$1.2B,Manufacturing,Tiles,TRUE,"Delhi, India",India,M,Married,2
Keeree Kanjanapas,73,$1.2B,Automotive,Transportation,TRUE,"Bangkok, Thailand",Thailand,M,Married,2
Arsen Kanokov,67,$1.2B,Real Estate,Real estate,TRUE,"Moscow, Russia",Russia,M,Married,3
Bahari Karim,62,$1.2B,Manufacturing,Palm oil,FALSE,"Singapore, Singapore",Indonesia,M,N/A,N/A
Burhan Karim,64,$1.2B,Manufacturing,Palm oil,FALSE,"Singapore, Singapore",Indonesia,M,N/A,N/A
Ke Guihua,58,$1.2B,Manufacturing,Auto parts,TRUE,"Shanghai, China",China,M,N/A,N/A
Harry Klagsbrun,69,$1.2B,Finance & Investments,financial services,TRUE,"Stockholm, Sweden",Sweden,M,Married,N/A
Martin Klenk,37,$1.2B,Technology,Enterprise software,TRUE,"Munich, Germany",Germany,M,N/A,N/A
Koo Bon-neung,75,$1.2B,Manufacturing,Electronics,FALSE,"Seoul, South Korea",South Korea,M,Married,2
Vladimir Krupchak,66,$1.2B,Manufacturing,Manufacturing,TRUE,"Limassol, Cyprus",Cyprus,M,Married,7
Raymond Kwok,70,$1.2B,Real Estate,Real estate,FALSE,"Hong Kong, Hong Kong",Hong Kong,M,Married,3
Guy Laliberté,64,$1.2B,Media & Entertainment,Cirque du Soleil,TRUE,"Montreal, Canada",Canada,M,In Relationship,5
Robert Langer,75,$1.2B,Healthcare,Biotech,TRUE,"Boston, Massachusetts",United States,M,Married,3
Michiel Le Roux,74,$1.2B,Finance & Investments,Banking,TRUE,"Stellenbosch, South Africa",South Africa,M,Married,N/A
Nancy Lerner,63,$1.2B,Finance & Investments,"Banking, credit cards",FALSE,"Cleveland, Ohio",United States,F,Married,5
Norma Lerner,88,$1.2B,Finance & Investments,Banking,FALSE,"Cleveland, Ohio",United States,F,Widowed,2
Randolph Lerner,62,$1.2B,Finance & Investments,"Banking, credit cards",FALSE,"Cleveland, Ohio",United States,M,Married,4
Li Guoqiang,60,$1.2B,Automotive,Auto dealerships,TRUE,"Beijing, China",China,M,Married,N/A
Liang Qin & family,52,$1.2B,Technology,Semiconductor devices,TRUE,"Yangzhou, China",China,F,Married,N/A
Liang Zhaoxian,59,$1.2B,Manufacturing,Appliances,FALSE,"Foshan, China",China,M,N/A,N/A
Liu Weiping,45,$1.2B,Food & Beverage,packaged food,TRUE,"Luohe, China",China,M,N/A,N/A
Christian Louboutin,61,$1.2B,Fashion & Retail,Shoes,TRUE,"Paris, France",France,M,N/A,N/A
Lu Yiwen,37,$1.2B,Fashion & Retail,Jewelry,TRUE,"Shenzhen, China",China,F,N/A,N/A
Lucia Maggi & family,91,$1.2B,Diversified,Agribusiness,TRUE,"Rondonopolis, Brazil",Brazil,F,Widowed,5
Alexander Mamut,64,$1.2B,Finance & Investments,Investments,TRUE,"Tel Aviv, Israel",Russia,M,Widowed,5
Yasseen Mansour,62,$1.2B,Diversified,Diversified,TRUE,"Cairo, Egypt",Egypt,M,Married,4
Yves-Loic Martin,58,$1.2B,Healthcare,Laboratory services,TRUE,"Nantes, France",France,M,N/A,N/A
Virendra Mhaiskar,52,$1.2B,Construction & Engineering,Infrastructure,FALSE,"Mumbai, India",India,M,Married,1
Kirill Minovalov,52,$1.2B,Diversified,"Agriculture, finance",TRUE,"Moscow, Russia",Russia,M,Single,2
Tadako Nakatani,N/A,$1.2B,Healthcare,Medical diagnostic equipment,FALSE,"Kobe, Japan",Japan,F,Widowed,N/A
Nguyen Dang Quang,60,$1.2B,Food & Beverage,"Consumer products, banking",TRUE,"Ho Chi Minh City, Vietnam",Vietnam,M,Married,3
Bastian Nominacher,39,$1.2B,Technology,Enterprise software,TRUE,"Munich, Germany",Germany,M,N/A,N/A
Vadim Novinsky,60,$1.2B,Metals & Mining,Steel,TRUE,"Kiev, Ukraine",Ukraine,M,Married,3
Axel Oberwelland & family,57,$1.2B,Food & Beverage,Candy,FALSE,"Berlin, Germany",Germany,M,Married,N/A
Pan Shiyi,61,$1.2B,Real Estate,Real estate,TRUE,"Beijing, China",China,M,Married,2
Shashishekar Pandit,74,$1.2B,Technology,Software,TRUE,"Pune, India",India,M,Married,2
Park Hyeon-joo,65,$1.2B,Finance & Investments,mutual funds,TRUE,"Seoul, South Korea",South Korea,M,Married,3
Murdaya Poo,83,$1.2B,Diversified,Diversified,FALSE,"Jakarta, Indonesia",Indonesia,M,Married,4
Helena Revoredo,77,$1.2B,Service,Security services,FALSE,"Madrid, Spain",Spain,F,Widowed,4
Hartley Rogers,64,$1.2B,Finance & Investments,asset management,TRUE,"Chicago, Illinois",United States,M,Married,3
Deniz Sahenk,78,$1.2B,Diversified,Diversified,FALSE,"Istanbul, Turkey",Turkey,F,Widowed,2
Thomas Sandell,63,$1.2B,Finance & Investments,Hedge funds,TRUE,"London, United Kingdom",Sweden,M,Married,1
Shi Yifeng,50,$1.2B,Healthcare,Medical cosmetics,TRUE,"Beijing, China",China,M,N/A,N/A
Scott Smith,74,$1.2B,Technology,Cloud computing,TRUE,"Provo, Utah",United States,M,Married,9
Jeffrey Soffer,56,$1.2B,Real Estate,Real estate,FALSE,"Aventura, Florida",United States,M,Married,N/A
Mike Speiser,53,$1.2B,Technology,Software,TRUE,"San Francisco, California",United States,M,Single,N/A
Zachary Stern,42,$1.2B,Food & Beverage,Liquor,FALSE,"Jackson, Wyoming",United States,M,Married,1
Ion Stoica,59,$1.2B,Technology,Data analytics,TRUE,"Berkeley, California",Romania,M,N/A,N/A
Anand Surana,53,$1.2B,Healthcare,Pharmaceuticals,FALSE,"Bangalore, India",India,M,Married,3
Dilip Surana,58,$1.2B,Healthcare,Pharmaceuticals,FALSE,"Bangalore, India",India,M,Married,1
Stanley Tang,31,$1.2B,Technology,food delivery app,TRUE,"San Francisco, California",United States,M,N/A,N/A
Tang Ye,42,$1.2B,Technology,software,TRUE,"Shanghai, China",China,M,N/A,N/A
Gary Tharaldson,78,$1.2B,Real Estate,Hotels,TRUE,"Fargo, North Dakota",United States,M,Married,6
Andrew Tisch,74,$1.2B,Diversified,Loews,FALSE,"New York, New York",United States,M,Married,4
Clemens Toennies,67,$1.2B,Food & Beverage,Meat processing,TRUE,"Rheda-Wiedenbrück, Germany",Germany,M,N/A,N/A
Robert Toennies,45,$1.2B,Food & Beverage,Meat processing,FALSE,"Rheda-Wiedenbrück, Germany",Germany,M,N/A,N/A
Tran Ba Duong & family,64,$1.2B,Automotive,Automotive,TRUE,"Ho Chi Minh City, Vietnam",Vietnam,M,Married,3
Tsao Ter-fung,77,$1.2B,Food & Beverage,Food,TRUE,"Taipei, Taiwan",Taiwan,M,Married,1
Kenzo Tsujimoto,83,$1.2B,Media & Entertainment,Video games,TRUE,"Osaka, Japan",Japan,M,Married,3
Yasuhide Uno,60,$1.2B,Technology,Payment services,FALSE,"Tokyo, Japan",Japan,M,N/A,N/A
Thongma Vijitpongpun,66,$1.2B,Real Estate,Real estate,TRUE,"Bangkok, Thailand",Thailand,M,Married,1
Wang Jilei,59,$1.2B,Logistics,Logistics,TRUE,"Shanghai, China",China,M,N/A,N/A
Wang Shih-Chung,62,$1.2B,Manufacturing,Pneumatic equipments,TRUE,"Taipei, Taiwan",Taiwan,M,Married,N/A
J. Wayne Weaver,88,$1.2B,Diversified,Shoes,TRUE,"Jacksonville, Florida",United States,M,Married,2
Werner O. Weber,85,$1.2B,Manufacturing,Electronic components,TRUE,"Zurich, Switzerland",Switzerland,M,N/A,N/A
Anne Werninghaus,38,$1.2B,Manufacturing,Industrial machinery,FALSE,"Joinville, Brazil",Brazil,F,Married,2
Christoffel Wiese,82,$1.2B,Fashion & Retail,retail,TRUE,"Cape Town, South Africa",South Africa,M,Married,3
Dick Wolf,77,$1.2B,Media & Entertainment,Law & Order,TRUE,N/A,United States,M,Divorced,5
Nicholas Woodman,48,$1.2B,Technology,GoPro,TRUE,"Big Sky, Montana",United States,M,Married,3
Ye Xiaoping,61,$1.2B,Healthcare,Pharmaceuticals,TRUE,"Hangzhou, China",China,M,N/A,N/A
Matei Zaharia,38,$1.2B,Technology,Data analytics,TRUE,"Berkeley, California",Romania,M,N/A,N/A
Michelle Zatlyn,44,$1.2B,Technology,Cybersecurity,TRUE,"San Francisco, California",Canada,F,N/A,N/A
Zhang Gongyun,61,$1.2B,Manufacturing,Tyre manufacturing machinery,TRUE,"Gaomi, China",China,M,N/A,N/A
Zhang Keqiang,63,$1.2B,Real Estate,Real estate,TRUE,"Guangzhou, China",China,M,N/A,N/A
Zhang Shilong & family,58,$1.2B,Technology,Semiconductor,TRUE,"Beijing, China",China,M,Married,N/A
Zhao Hongfei,49,$1.2B,Technology,Software,TRUE,"Beijing, China",China,M,N/A,N/A
Peng Zhao,53,$1.2B,Service,Online recruitment,TRUE,"Beijing, China",China,M,N/A,N/A
Kostyantin Zhevago,50,$1.2B,Metals & Mining,Mining,TRUE,"Kiev, Ukraine",Ukraine,M,Married,2
